step,loss,perplexity
545,6.5674147605896,711.5279931376355
829,4.1581661415100095,63.95413216587122
1000,7.946996212005615,2827.0702640132727
2000,6.441957473754883,627.6341755680038
2244,5.865333766937256,352.59982263289567
2431,4.06896406173706,58.49633260366641
3000,6.180890083312988,483.4220508149996
4000,5.917332649230957,371.4196848376541
5000,5.6621785163879395,287.7748824689193
6000,5.5242695808410645,250.70315274200186
7000,5.301428318023682,200.6231591014133
8000,5.093806266784668,163.00913901059002
9000,5.544617652893066,255.85673345730086
10000,4.773222923278809,118.29989971647801
11000,4.332062721252441,76.10110013883538
12000,4.93630313873291,139.25449226708793
13000,4.39502477645874,81.04663878655346
14000,4.333415985107422,76.20415472127107
15000,4.910571098327637,135.71689997502824
16000,4.1759748458862305,65.10327439567303
17000,4.514848232269287,91.36369890887177
18000,4.056314468383789,57.7610381759728
19000,4.7819719314575195,119.33944738112957
20000,4.12700080871582,61.991718820682266
21000,4.144778251647949,63.103627224808584
22000,3.7548489570617676,42.72776559587319
23000,3.8442327976226807,46.722824734668166
24000,2.9181783199310303,18.507541912056332
25000,3.3891448974609375,29.640595682045344
26000,3.438289165496826,31.133648059615762
27000,4.04878568649292,57.32780083887945
28000,3.598506450653076,36.54361397386302
29000,4.020400524139404,55.72341993264148
30000,4.096692085266113,60.14101683801879
31000,3.9592127799987793,52.416046742941504
32000,3.7630372047424316,43.07906743382274
33000,3.48126482963562,32.50080406969409
34000,5.0098724365234375,149.88561499935645
35000,3.3133926391601562,27.47819110076803
36000,4.060589790344238,58.00851385308903
37000,4.137392520904541,62.63927771622992
38000,3.474323272705078,32.27597910835933
39000,4.110837459564209,60.997779359265785
40000,3.5026941299438477,33.204789578960344
41000,3.4545836448669434,31.645110334904853
42000,3.8634021282196045,47.627109585273175
43000,3.8486838340759277,46.93125324810586
44000,2.955728530883789,19.215716864820962
45000,3.6590466499328613,38.82431206196398
46000,3.531601905822754,34.1786748033552
47000,4.067699432373047,58.422403180281435
48000,3.6818161010742188,39.71846135236098
49000,3.2216637134552,25.06979445905749
50000,5.422915935516357,226.538732680743
51000,4.02073335647583,55.74196957548054
52000,3.801790952682495,44.781313932178556
53000,2.1728947162628174,8.783673517925187
54000,3.7374465465545654,41.990632032293504
55000,3.6418910026550293,38.16393663886046
56000,3.640439033508301,38.108563989760285
57000,2.9976325035095215,20.038040730731954
58000,4.067538261413574,58.412987944257864
59000,3.690704107284546,40.07305275452623
60000,3.5868639945983887,36.12062365509571
61000,4.050024032592773,57.398836471733134
62000,3.8741979598999023,48.1440693279979
63000,3.502460479736328,33.19703217927889
64000,3.5788393020629883,35.83192665763213
65000,3.226783275604248,25.198469929841703
66000,3.391415596008301,29.707977011995652
67000,3.6999688148498535,40.44604302447547
68000,3.527968406677246,34.05471196348202
69000,3.761850595474243,43.02797972970692
70000,3.604322910308838,36.75678778766802
71000,3.815269947052002,45.38900735804515
72000,3.462796688079834,31.90608321737053
73000,3.956900119781494,52.294966299819215
74000,3.3095827102661133,27.373700324146814
75000,3.678295135498047,39.578859927328956
76000,3.517723560333252,33.707607722841956
77000,3.97320294380188,53.15450938487318
78000,3.1780760288238525,24.000532769335077
79000,2.970268726348877,19.497158292273095
80000,3.552075147628784,34.88563526992232
81000,3.123271942138672,22.720598640938135
82000,3.3156843185424805,27.541234514832407
83000,3.976372718811035,53.32326453698028
84000,3.704432964324951,40.62700382371646
85000,3.3382811546325684,28.170664052033302
86000,3.334256172180176,28.057505506899428
87000,3.454742431640625,31.650135558836723
88000,3.647787094116211,38.389619369010504
89000,3.1804490089416504,24.057553183811205
90000,3.643678665161133,38.23222189478579
91000,3.402470350265503,30.03821337515359
92000,2.2530698776245117,9.516906777009567
93000,4.1097259521484375,60.93001754102047
94000,3.030712127685547,20.711976911027328
95000,3.354874610900879,28.642012569383148
96000,3.379178047180176,29.346639643975696
97000,3.824087619781494,45.791002496594764
98000,3.6660900115966797,39.098731014662384
99000,3.306241035461426,27.282378987547872
100000,3.2851266860961914,26.712368186183067
101000,3.7548975944519043,42.729843813417276
102000,3.3017168045043945,27.159226000294346
103000,2.9069740772247314,18.301336266790372
104000,3.5143094062805176,33.59272098942786
105000,3.781658172607422,43.888756565954495
106000,3.2442798614501953,25.643236726038385
107000,3.5078132152557373,33.37520353923707
108000,2.8846700191497803,17.89766073569185
109000,3.6516332626342773,38.537556627892265
110000,3.810593843460083,45.177259121887865
111000,3.635359764099121,37.91549107622121
112000,3.043240547180176,20.973097545276897
113000,3.0380427837371826,20.8643671677554
114000,3.568549156188965,35.465101484480954
115000,3.5453357696533203,34.6513182502788
116000,3.605039119720459,36.78312277457952
117000,3.36429762840271,28.91318236748766
118000,3.5975594520568848,36.50902360383101
119000,3.365142345428467,28.937616143262606
120000,3.6008849143981934,36.63063508206702
121000,3.3671770095825195,28.996554412992392
122000,3.5186195373535156,33.737822498620766
123000,3.912740707397461,50.035897978949926
124000,3.117992877960205,22.600971180878894
125000,3.576070785522461,35.73286256955929
126000,3.5907673835754395,36.26189203266016
127000,3.384331226348877,29.498258459999686
128000,3.4477245807647705,31.428797195510736
129000,3.288282871246338,26.796810553753083
130000,3.4313080310821533,30.91705678375034
131000,3.208500862121582,24.741966788364163
132000,3.7397360801696777,42.08688113658658
133000,3.0520644187927246,21.158980362311013
134000,3.1198201179504395,22.64230633235879
135000,3.8540782928466797,47.18510604243225
136000,4.021604061126709,55.79052550350761
137000,3.4763848781585693,32.34258808002363
138000,3.7093007564544678,40.8252497516998
139000,3.5190601348876953,33.75269057520067
140000,3.972568988800049,53.12082249689256
141000,3.226616859436035,25.194276845939306
142000,3.890193462371826,48.92034985521665
143000,3.8406920433044434,46.557683226513454
144000,3.447918653488159,31.43489725968419
145000,2.887911319732666,17.95576655220343
146000,3.5768790245056152,35.7617549364635
147000,3.293246269226074,26.930144409888314
148000,3.4540398120880127,31.627905365349093
149000,3.302783489227295,27.188211788354938
150000,3.2433600425720215,25.61966043742023
151000,3.572744607925415,35.61420616813
152000,3.344456195831299,28.34515726005612
153000,3.5597355365753174,35.153898995131314
154000,3.4841179847717285,32.59366631795811
155000,3.2151541709899902,24.907131572307875
156000,3.447871685028076,31.433420845639752
157000,4.473866939544678,87.69518015505574
158000,3.320314407348633,27.669048543281622
159000,3.4619221687316895,31.878192927350057
160000,2.6845273971557617,14.651275509321035
161000,3.0973525047302246,22.139260037102897
162000,3.5474853515625,34.72588421122692
163000,3.112321376800537,22.473152550987606
164000,2.9535136222839355,19.17320290792957
165000,3.952179193496704,52.04866745563723
166000,3.604630470275879,36.76809444275663
167000,3.46417498588562,31.950089621859036
168000,3.295062780380249,26.979107775378438
169000,2.8339781761169434,17.013007118528936
170000,3.1190061569213867,22.623883875994267
171000,2.834737777709961,17.025935135287636
172000,2.6642560958862305,14.357265143801147
173000,3.636981725692749,37.97703844679298
174000,3.2966184616088867,27.021111330509896
175000,3.6783323287963867,39.58033202305006
176000,3.3714587688446045,29.12097686181397
177000,3.3988699913024902,29.93025947740059
178000,2.9847726821899414,19.7820049231923
179000,3.2081456184387207,24.73317892197046
180000,3.183936357498169,24.141596716551128
181000,3.652642250061035,38.57646016127529
182000,3.5332093238830566,34.23365840148681
183000,3.724531888961792,41.451824146058875
184000,3.8026108741760254,44.81804615068997
185000,3.6686577796936035,39.19925649662079
186000,3.269038200378418,26.28604527290575
187000,3.40913724899292,30.239144150002538
188000,3.4976930618286133,33.03914471040003
189000,3.8813066482543945,48.487529843498564
190000,3.8921501636505127,49.016166077623794
191000,3.1900367736816406,24.289320634415766
192000,2.3976879119873047,10.997719267553713
193000,3.5251693725585938,33.95952494080337
194000,3.7993197441101074,44.67078658961281
195000,2.530061960220337,12.554283978771846
196000,3.8498597145080566,46.986471248976486
197000,3.166306972503662,23.71972481103086
198000,3.5934014320373535,36.35753352045339
199000,3.0883750915527344,21.94139623374735
200000,3.3053946495056152,27.259297334503113
201000,2.9081976413726807,18.323742830844786
